257:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
272:77299,53072,77298,77296,77297,77301,77310,77304,77309,77306
273:82227,61668,82226,82224,82223,82225,82228,82235,82234,82229
288:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
290:81644,60890,81643,81641,81640,81642,81645,81651,81646,81650
291:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
292:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
294:81645,60891,81644,81642,81641,81643,81646,81652,81647,81651
328:81641,60893,81640,81638,81637,81639,81642,81648,81643,81647
331:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
345:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
361:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
376:75856,52033,75855,75849,75853,75858,75868,75859,75867,75862
384:81645,60886,81644,81642,81641,81643,81646,81652,81647,81651
401:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
402:82230,61671,82229,82227,82226,82228,82231,82238,82237,82232
410:81667,60855,81666,81664,81663,81665,81668,81676,81669,81675
448:81644,60888,81643,81641,81640,81642,81645,81651,81646,81650
449:81638,60884,81637,81635,81634,81636,81639,81645,81640,81644
450:81643,60889,81642,81640,81639,81641,81644,81650,81645,81649
452:81638,60887,81637,81635,81634,81636,81639,81645,81640,81644
476:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
488:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
490:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
494:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
500:75309,51770,75307,75300,75302,75310,75321,75312,75320,75314
514:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
525:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
535:75924,52083,75921,75919,75920,75926,75941,75929,75939,75933
536:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
538:82226,61668,82225,82223,82222,82224,82227,82234,82233,82228
539:82229,61669,82228,82226,82225,82227,82230,82237,82236,82231
564:81648,60882,81647,81645,81644,81646,81649,81655,81650,81654
582:81640,60887,81639,81637,81636,81638,81641,81647,81642,81646
585:82230,61668,82229,82227,82226,82228,82231,82238,82237,82232
590:81640,60887,81639,81637,81636,81638,81641,81647,81642,81646
601:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
618:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
624:82230,61671,82229,82227,82226,82228,82231,82238,82237,82232
627:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
628:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
632:81635,60887,81634,81632,81631,81633,81636,81642,81637,81641
633:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
634:75255,51741,75252,75249,75250,75257,75271,75260,75270,75263
646:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
666:81635,60875,81634,81632,81631,81633,81636,81642,81637,81641
667:81645,60891,81644,81642,81641,81643,81646,81652,81647,81651
669:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
678:81640,60885,81639,81637,81636,81638,81641,81647,81642,81646
680:81648,60885,81647,81645,81644,81646,81649,81655,81650,81654
681:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
682:82227,61666,82226,82224,82223,82225,82228,82235,82234,82229
683:82227,61669,82226,82224,82223,82225,82228,82235,82234,82229
684:82226,61668,82225,82223,82222,82224,82227,82234,82233,82228
715:81642,60888,81641,81639,81638,81640,81643,81649,81644,81648
716:78489,54190,78487,78485,78486,78490,78501,78491,78500,78493
741:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
750:82229,61666,82228,82226,82225,82227,82230,82237,82236,82231
754:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
756:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
757:81636,60881,81635,81633,81632,81634,81637,81643,81638,81642
758:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
763:81645,60887,81644,81642,81641,81643,81646,81652,81647,81651
773:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
774:82226,61667,82225,82223,82222,82224,82227,82234,82233,82228
775:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
782:81637,60883,81636,81634,81633,81635,81638,81644,81639,81643
784:81639,60885,81638,81636,81635,81637,81640,81646,81641,81645
793:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
803:81645,60891,81644,81642,81641,81643,81646,81652,81647,81651
813:81652,60877,81651,81649,81648,81650,81653,81659,81654,81658
815:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
817:75763,51983,75762,75758,75760,75764,75774,75769,75773,75770
818:81645,60887,81644,81642,81641,81643,81646,81652,81647,81651
823:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
825:81647,60881,81646,81644,81643,81645,81648,81654,81649,81653
833:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
835:81483,58228,81482,81479,81478,81481,81484,81490,81485,81489
838:77996,53620,77995,77990,77992,77997,78013,78002,78011,78006
844:81645,60888,81644,81642,81641,81643,81646,81652,81647,81651
850:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
856:82228,61668,82227,82225,82224,82226,82229,82236,82235,82230
857:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
874:82225,61650,82224,82222,82221,82223,82226,82233,82232,82227
891:71195,50130,71193,71175,71190,71197,71222,71200,71216,71204
899:81647,60883,81646,81644,81643,81645,81648,81654,81649,81653
900:81645,60888,81644,81642,81641,81643,81646,81652,81647,81651
911:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
918:81647,60886,81646,81644,81643,81645,81648,81654,81649,81653
925:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
926:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
937:81640,60888,81639,81637,81636,81638,81641,81647,81642,81646
949:81644,60889,81643,81641,81640,81642,81645,81651,81646,81650
964:81643,60888,81642,81640,81639,81641,81644,81650,81645,81649
970:74082,51162,74081,74073,74079,74086,74095,74089,74094,74091
977:82227,61669,82226,82224,82223,82225,82228,82235,82234,82229
981:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
982:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
984:81644,60883,81643,81641,81640,81642,81645,81651,81646,81650
992:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
993:81646,60886,81645,81643,81642,81644,81647,81653,81648,81652
998:81645,60885,81644,81642,81641,81643,81646,81652,81647,81651
1000:81644,60886,81643,81641,81640,81642,81645,81651,81646,81650
1007:81677,60846,81676,81674,81672,81675,81678,81685,81679,81684
1027:78020,53765,78016,78011,78013,78023,78033,78028,78032,78030
1028:76053,52156,76052,76045,76050,76054,76062,76055,76061,76057
1044:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
1045:81645,60889,81644,81642,81641,81643,81646,81652,81647,81651
1049:77459,53184,77458,77455,77456,77460,77467,77461,77466,77462
1068:82227,61667,82226,82224,82223,82225,82228,82235,82234,82229
1069:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
1070:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
1082:81640,60886,81639,81637,81636,81638,81641,81647,81642,81646
1083:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1088:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
1094:82225,61667,82224,82222,82221,82223,82226,82233,82232,82227
1116:81645,60890,81644,81642,81641,81643,81646,81652,81647,81651
1121:74902,51542,74901,74897,74898,74910,74920,74912,74918,74916
1125:82225,61663,82224,82222,82221,82223,82226,82233,82232,82227
1127:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
1132:76054,52155,76053,76050,76052,76055,76066,76057,76062,76060
1133:82229,61669,82228,82226,82225,82227,82230,82237,82236,82231
1140:81640,60888,81639,81637,81636,81638,81641,81647,81642,81646
1141:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
1148:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
1153:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
1163:72899,50721,72895,72888,72891,72903,72909,72904,72908,72906
1166:81641,60883,81640,81638,81637,81639,81642,81648,81643,81647
1172:82231,61670,82230,82228,82227,82229,82232,82239,82238,82233
1192:82226,61669,82225,82223,82222,82224,82227,82234,82233,82228
1204:76317,52309,76316,76314,76315,76320,76335,76329,76333,76331
1208:75939,52087,75937,75929,75933,75941,75952,75943,75950,75944
1209:81646,60888,81645,81643,81642,81644,81647,81653,81648,81652
1234:82230,61669,82229,82227,82226,82228,82231,82238,82237,82232
1236:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
1245:81641,60889,81640,81638,81637,81639,81642,81648,81643,81647
1263:81655,60875,81654,81652,81651,81653,81656,81662,81657,81661
1267:81644,60890,81643,81641,81640,81642,81645,81651,81646,81650
1269:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
1288:81642,60891,81641,81639,81638,81640,81643,81649,81644,81648
1295:81643,60886,81642,81640,81639,81641,81644,81650,81645,81649
1296:75867,52044,75864,75859,75862,75868,75878,75872,75876,75873
1302:81644,60887,81643,81641,81640,81642,81645,81651,81646,81650
1305:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
1342:75580,51913,75578,75570,75575,75581,75592,75588,75591,75589
1382:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
1389:49133,67011,67006,67009,67015,67026,67016,67021,67019,67020
1391:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
1397:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
1402:81647,60885,81646,81644,81643,81645,81648,81654,81649,81653
1405:73775,51052,73771,73766,73770,73776,73784,73777,73782,73779
1407:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
1408:77234,52943,77233,77230,77231,77237,77242,77238,77241,77239
1409:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
1412:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
1413:82230,61671,82229,82227,82226,82228,82231,82238,82237,82232
1418:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
1419:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1420:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1427:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
1430:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
1431:81648,60885,81647,81645,81644,81646,81649,81655,81650,81654
1435:81646,60888,81645,81643,81642,81644,81647,81653,81648,81652
1437:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1441:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1447:81642,60888,81641,81639,81638,81640,81643,81649,81644,81648
1448:76055,52157,76054,76052,76053,76057,76067,76060,76066,76061
1457:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
1458:82223,61644,82222,82220,82219,82221,82224,82231,82230,82225
1469:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1477:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1486:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
1490:81643,60889,81642,81640,81639,81641,81644,81650,81645,81649
1491:81647,60887,81646,81644,81643,81645,81648,81654,81649,81653
1500:81640,60886,81639,81637,81636,81638,81641,81647,81642,81646
1503:75781,51986,75778,75774,75776,75786,75799,75791,75798,75793
1517:81646,60890,81645,81643,81642,81644,81647,81653,81648,81652
1518:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
1535:82185,61601,82184,82182,82181,82183,82186,82193,82192,82187
1551:82227,61670,82226,82224,82223,82225,82228,82235,82234,82229
1552:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
1553:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
1559:82229,61669,82228,82226,82225,82227,82230,82237,82236,82231
1560:81641,60887,81640,81638,81637,81639,81642,81648,81643,81647
1561:81634,60882,81633,81631,81630,81632,81635,81641,81636,81640
1562:81641,60889,81640,81638,81637,81639,81642,81648,81643,81647
1569:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1570:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
1588:81642,60891,81641,81639,81638,81640,81643,81649,81644,81648
1589:81640,60888,81639,81637,81636,81638,81641,81647,81642,81646
1591:72575,50591,72572,72569,72570,72576,72593,72579,72589,72586
1601:81645,60890,81644,81642,81641,81643,81646,81652,81647,81651
1602:82222,61659,82221,82219,82218,82220,82223,82230,82229,82224
1629:81658,60869,81657,81655,81654,81656,81659,81665,81660,81664
1634:71939,50368,71937,71925,71935,71941,71969,71948,71968,71953
1642:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
1653:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
1654:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
1655:81647,60884,81646,81644,81643,81645,81648,81654,81649,81653
1668:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
1681:82226,61667,82225,82223,82222,82224,82227,82234,82233,82228
1703:81642,60887,81641,81639,81638,81640,81643,81649,81644,81648
1721:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
1727:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
1728:81263,57393,81262,81259,81257,81261,81265,81274,81268,81273
1745:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
1746:82227,61668,82226,82224,82223,82225,82228,82235,82234,82229
1751:81636,60886,81635,81633,81632,81634,81637,81643,81638,81642
1756:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1758:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1761:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
1767:81653,60878,81652,81650,81649,81651,81654,81660,81655,81659
1779:75799,52015,75798,75793,75797,75800,75809,75801,75807,75803
1780:71731,50310,71730,71728,71729,71732,71749,71737,71745,71740
1783:81646,60888,81645,81643,81642,81644,81647,81653,81648,81652
1787:81636,60879,81635,81633,81632,81634,81637,81643,81638,81642
1788:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1794:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
1796:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
1803:78949,54646,78948,78946,78947,78950,78961,78953,78959,78957
1820:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1821:76198,52246,76197,76194,76195,76201,76214,76203,76212,76205
1822:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
1823:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
1840:81643,60889,81642,81640,81639,81641,81644,81650,81645,81649
1841:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
1842:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
1850:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
1853:81639,60886,81638,81636,81635,81637,81640,81646,81641,81645
1854:81651,60879,81650,81648,81647,81649,81652,81658,81653,81657
1862:82225,61666,82224,82222,82221,82223,82226,82233,82232,82227
1880:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
1883:81636,60881,81635,81633,81632,81634,81637,81643,81638,81642
1890:82227,61667,82226,82224,82223,82225,82228,82235,82234,82229
1891:77730,53442,77729,77727,77728,77732,77745,77735,77744,77739
1893:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
1894:82229,61665,82228,82226,82225,82227,82230,82237,82236,82231
1911:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
1912:76068,52164,76067,76062,76066,76073,76088,76074,76087,76082
1913:80271,55829,80270,80266,80267,80272,80280,80274,80279,80277
1930:81645,60891,81644,81642,81641,81643,81646,81652,81647,81651
1932:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
1950:82228,61668,82227,82225,82224,82226,82229,82236,82235,82230
1951:74523,51361,74520,74514,74518,74524,74536,74529,74534,74530
1952:81646,60889,81645,81643,81642,81644,81647,81653,81648,81652
2005:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
2017:82227,61670,82226,82224,82223,82225,82228,82235,82234,82229
2025:72614,50607,72613,72611,72612,72616,72628,72617,72627,72618
2030:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
2034:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2038:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
2046:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2058:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2068:82222,61662,82221,82219,82218,82220,82223,82230,82229,82224
2070:81642,60891,81641,81639,81638,81640,81643,81649,81644,81648
2071:81637,60886,81636,81634,81633,81635,81638,81644,81639,81643
2072:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2074:81642,60887,81641,81639,81638,81640,81643,81649,81644,81648
2075:81632,60878,81631,81629,81628,81630,81633,81639,81634,81638
2076:80350,55937,80349,80347,80348,80351,80357,80352,80356,80354
2077:81642,60891,81641,81639,81638,81640,81643,81649,81644,81648
2080:81645,60890,81644,81642,81641,81643,81646,81652,81647,81651
2085:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
2097:81641,60888,81640,81638,81637,81639,81642,81648,81643,81647
2112:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
2115:81641,60886,81640,81638,81637,81639,81642,81648,81643,81647
2116:82228,61666,82227,82225,82224,82226,82229,82236,82235,82230
2123:81646,60889,81645,81643,81642,81644,81647,81653,81648,81652
2135:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
2141:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
2147:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
2154:82229,61669,82228,82226,82225,82227,82230,82237,82236,82231
2160:82231,61669,82230,82228,82227,82229,82232,82239,82238,82233
2162:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2170:81645,60885,81644,81642,81641,81643,81646,81652,81647,81651
2177:74574,51395,74573,74570,74572,74575,74585,74576,74584,74580
2184:81636,60881,81635,81633,81632,81634,81637,81643,81638,81642
2185:79006,54404,79005,79001,79002,79007,79016,79008,79015,79012
2187:74917,51528,74916,74910,74912,74918,74925,74920,74923,74921
2211:81643,60886,81642,81640,81639,81641,81644,81650,81645,81649
2223:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
2243:81642,60888,81641,81639,81638,81640,81643,81649,81644,81648
2244:81644,60891,81643,81641,81640,81642,81645,81651,81646,81650
2247:81643,60888,81642,81640,81639,81641,81644,81650,81645,81649
2250:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
2253:81642,60891,81641,81639,81638,81640,81643,81649,81644,81648
2260:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2261:78614,54268,78611,78608,78609,78615,78623,78616,78622,78620
2262:72899,50721,72895,72888,72891,72903,72909,72904,72908,72906
2290:81641,60887,81640,81638,81637,81639,81642,81648,81643,81647
2291:81646,60889,81645,81643,81642,81644,81647,81653,81648,81652
2293:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
2301:72798,50687,72796,72790,72791,72807,72826,72812,72824,72820
2302:70982,50072,70977,70970,70972,70983,71015,70993,71009,70994
2304:82227,61670,82226,82224,82223,82225,82228,82235,82234,82229
2318:82226,61663,82225,82223,82222,82224,82227,82234,82233,82228
2325:76269,52279,76267,76264,76265,76273,76289,76278,76286,76280
2335:81643,60889,81642,81640,81639,81641,81644,81650,81645,81649
2343:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
2346:74830,51505,74829,74819,74828,74839,74849,74842,74848,74844
2347:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2348:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
2362:82228,61670,82227,82225,82224,82226,82229,82236,82235,82230
2363:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
2364:75875,52049,75873,75868,75872,75876,75892,75878,75882,75879
2369:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
2373:81645,60891,81644,81642,81641,81643,81646,81652,81647,81651
2381:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
2382:81646,60889,81645,81643,81642,81644,81647,81653,81648,81652
2384:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
2385:76158,52213,76156,76154,76155,76160,76168,76163,76167,76165
2392:72899,50721,72895,72888,72891,72903,72909,72904,72908,72906
2393:81644,60888,81643,81641,81640,81642,81645,81651,81646,81650
2394:81644,60887,81643,81641,81640,81642,81645,81651,81646,81650
2395:82230,61670,82229,82227,82226,82228,82231,82238,82237,82232
2399:81644,60888,81643,81641,81640,81642,81645,81651,81646,81650
2405:81645,60883,81644,81642,81641,81643,81646,81652,81647,81651
2407:81641,60893,81640,81638,81637,81639,81642,81648,81643,81647
2408:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
2419:75178,51696,75175,75173,75174,75180,75197,75184,75196,75185
2429:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
2447:78252,53946,78250,78247,78248,78253,78262,78254,78258,78256
2452:72168,50430,72162,72153,72161,72170,72182,72172,72180,72173
2453:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
2454:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
2456:76979,52774,76978,76976,76977,76981,76995,76982,76990,76988
2461:82230,61669,82229,82227,82226,82228,82231,82238,82237,82232
2464:81645,60888,81644,81642,81641,81643,81646,81652,81647,81651
2465:81644,60892,81643,81641,81640,81642,81645,81651,81646,81650
2469:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
2489:81643,60894,81642,81640,81639,81641,81644,81650,81645,81649
2491:82230,123343,82229,82227,82226,82228,82231,82238,82237,82232
2499:81642,60892,81641,81639,81638,81640,81643,81649,81644,81648
2500:82230,61669,82229,82227,82226,82228,82231,82238,82237,82232
2501:77539,53296,77538,77536,77537,77540,77550,77541,77548,77545
2505:81646,60883,81645,81643,81642,81644,81647,81653,81648,81652
2510:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
2515:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
2518:81640,60891,81639,81637,81636,81638,81641,81647,81642,81646
2520:81643,60890,81642,81640,81639,81641,81644,81650,81645,81649
2521:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
2524:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2536:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
2541:78159,53818,78158,78155,78156,78160,78175,78161,78174,78164
2547:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
2553:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
2558:82229,61665,82228,82226,82225,82227,82230,82237,82236,82231
2560:81649,60883,81648,81646,81645,81647,81650,81656,81651,81655
2563:82230,61671,82229,82227,82226,82228,82231,82238,82237,82232
2573:81643,60892,81642,81640,81639,81641,81644,81650,81645,81649
2591:81650,60878,81649,81647,81646,81648,81651,81657,81652,81656
2596:81641,60892,81640,81638,81637,81639,81642,81648,81643,81647
2597:72399,50520,72397,72395,72396,72400,72413,72401,72409,72403
2601:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2604:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
2611:82228,61671,82227,82225,82224,82226,82229,82236,82235,82230
2612:81653,60878,81652,81650,81649,81651,81654,81660,81655,81659
2615:82229,61671,82228,82226,82225,82227,82230,82237,82236,82231
2625:81643,60893,81642,81640,81639,81641,81644,81650,81645,81649
2626:81659,60869,81658,81656,81655,81657,81660,81666,81661,81665
2634:81643,60889,81642,81640,81639,81641,81644,81650,81645,81649
2636:81642,60890,81641,81639,81638,81640,81643,81649,81644,81648
2639:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2650:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2661:82229,61670,82228,82226,82225,82227,82230,82237,82236,82231
2663:80595,56239,80594,80591,80593,80596,80606,80597,80603,80599
2666:81646,60889,81645,81643,81642,81644,81647,81653,81648,81652
2676:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
2689:82225,61665,82224,82222,82221,82223,82226,82233,82232,82227
2693:81640,60889,81639,81637,81636,81638,81641,81647,81642,81646
2708:82230,61666,82229,82227,82226,82228,82231,82238,82237,82232
2709:82227,61668,82226,82224,82223,82225,82228,82235,82234,82229
2713:82228,61669,82227,82225,82224,82226,82229,82236,82235,82230
2715:81647,60884,81646,81644,81643,81645,81648,81654,81649,81653
2716:70960,50066,70955,70946,70947,70961,70982,70969,70977,70970
2727:81667,60856,81666,81664,81663,81665,81668,81676,81669,81675
2730:82229,61666,82228,82226,82225,82227,82230,82237,82236,82231
2731:79006,54668,79005,79001,79002,79007,79016,79008,79015,79012
2734:75217,51720,75216,75212,75213,75219,75228,75220,75226,75222
2735:81643,60891,81642,81640,81639,81641,81644,81650,81645,81649
2737:81642,60893,81641,81639,81638,81640,81643,81649,81644,81648
